VER.,EQUIPMENT,ID_CLIENTE,ID_CAP,MAT.,CAPS/min,PESO (g),PORTATA (kg/h),ø ESTR.,mouldNo
CCM32MB,10238758,41dd9583e6,ec81d1329c,PE,600.0,2.15,77.4,60,32
CCM32MB,10243151,e16f8fdf05,ebafef97f6,PE,500.0,3.5,105.0,60,32
CCM32MB,10243651,e16f8fdf05,9b54560c43,PE,800.0,2.5,120.0,60,32
CCM32MB,10243652,8f24408c88,811728eb42,PE,500.0,3.5,105.0,60,32
CCM32MB,10243653,6f14835a84,33caad2009,PE,950.0,1.85,105.45,60,32
CCM32MB,10243654,363fc13126,720cbadcd4,PE,500.0,2.8,84.0,60,32
CCM32MB,10243655,5c9d896510,670e02aa13,PP,400.0,3.65,87.6,60,32
CCM32MB,10243656,b3b0d6e25c,50c4164b48,PE,700.0,1.8,75.6,60,32
CCM32MB,10243657,c8d572b9c5,8839db811b,PE,1030.0,2.6,160.68,75,32
CCM32MB,10243658,099a9008e0,bd700bc080,PE,800.0,1.24,59.52,60,32
CCM32MB,10243659,c87ba36a1a,9041e486d8,PE,650.0,2.45,95.55,60,32
CCM32MB,10243661,e19868c6bb,52d5b05035,PE,500.0,3.5,105.0,60,32
CCM32MB,10253005,ceb1558223,cfea1835a9,PE,600.0,2.2,79.2,60,32
CCM32MB,10253006,5c18083499,c2835d6de1,PE,890.0,2.15,114.81,60,32
CCM32MB,10253007,8cd7e26f6d,254099b01e,PE,900.0,2.0,108.0,60,32
CCM32MB,10253008,3d60fbee4f,bc469f21c2,PE,500.0,3.5,105.0,60,32
CCM32MB,10253009,f1df2a6790,cd1cc9d5c7,PE,800.0,1.35,64.8,60,32
CCM32MB,10253010,abb795bd72,c156f4594c,PE,480.0,2.8,80.64,60,32
CCM32MB,10253011,f85d723a62,ebafef97f6,PE,500.0,3.5,105.0,60,32
CCM32MB,10253012,abb795bd72,1d47f45be2,PP,600.0,2.4,86.4,60,32
CCM32MB,10253013,abb795bd72,1d47f45be2,PP,600.0,2.4,86.4,60,32
CCM32MB,10253014,992f9b9d75,c2835d6de1,PE,900.0,2.15,116.1,60,32
CCM32MB,10253015,096ca4ee83,ce8efed725,PE,1000.0,1.54,92.4,60,32
CCM32MB,10253016,72403e91a2,c2835d6de1,PE,900.0,2.15,116.1,60,32
CCM32MB,10273625,a1741ac9a2,46b551b3e8,PE,800.0,2.55,122.4,60,32
CCM32MB,10273626,5d5d3e4cf9,b28902d9b5,PP,500.0,2.6,78.0,60,32
CCM32MB,10273627,752649abb8,232ed0480a,PE,800.0,1.6,76.8,60,32
CCM32MB,10273629,e786540c1f,139437fa3b,PE,700.0,1.75,73.5,60,32
CCM32MB,10273630,e786540c1f,139437fa3b,PE,700.0,1.75,73.5,60,32
CCM32MB,10273631,d671d20c24,fe7d608fc4,PE,600.0,2.11,75.96,60,32
CCM32MB,10273632,e16f8fdf05,46b551b3e8,PE,800.0,2.55,122.4,60,32
CCM32MB,10273633,b4144395b1,70ca361957,PE,550.0,3.15,103.95,60,32
CCM32MB,10273634,ca14333763,c2835d6de1,PE,890.0,2.15,114.81,60,32
CCM32MB,10284443,168651bcc0,fe7d608fc4,PE,600.0,2.11,75.96,60,32
CCM32MB,10284444,0e7cb39508,f0ad163de7,PE,700.0,1.65,69.3,60,32
CCM32MB,10284445,ca14333763,31b868096d,PP,500.0,2.8,84.0,60,32
CCM32MB,10284446,a9f53ed769,bc469f21c2,PE,500.0,3.5,105.0,60,32
CCM32MB,10284447,65b8cfb95b,8424aff22a,PE,700.0,1.7,71.4,60,32
CCM32MB,10284448,65b8cfb95b,7d21199287,PE,600.0,2.7,97.2,60,32
CCM32MB,10284449,1084515de6,28366d7981,PP,500.0,2.3,69.0,60,32
CCM32MB,10284450,e0a57b3f96,fe7d608fc4,PE,600.0,2.11,75.96,60,32
CCM32MB,10284451,f394bb0ddd,46b551b3e8,PE,800.0,2.55,122.4,60,32
CCM32MB,10284452,f394bb0ddd,46b551b3e8,PE,800.0,2.55,122.4,60,32
CCM32MB,10284453,df4562565a,c3929ae6e5,PP,500.0,2.9,87.0,60,32
CCM32MB,10284454,9969ff491b,c432525193,PE,540.0,3.2,103.68,60,32
CCM32MB,10318433,db4342be9b,3c446b0422,PE,150.0,3.0,27.0,45,32
CCM32MB,10318434,47b68827da,78224d9f5d,PE,800.0,1.45,69.6,60,32
CCM32MB,10318435,b8250f678e,46b551b3e8,PE,800.0,2.55,122.4,60,32
CCM32MB,10318436,eede17173b,49b81c9675,PP,600.0,2.15,77.4,60,32
CCM32MB,10318437,f1803aedf4,0805eda241,PE,700.0,1.5,63.0,60,32
CCM32MB,10318438,f1df2a6790,cd1cc9d5c7,PE,800.0,1.35,64.8,60,32
CCM32MB,10318439,0130f6d046,cd1cc9d5c7,PE,800.0,1.35,64.8,60,32
CCM32MB,10318440,ea7f1ca85d,0873c91a53,PE,800.0,1.3,62.4,60,32
CCM32MB,10318441,0522f5a90e,c2835d6de1,PE,900.0,2.15,116.1,60,32
CCM32MB,10318442,66d8e7d318,c2835d6de1,PE,900.0,2.15,116.1,60,32
CCM32MB,10330389,a1a1a137ce,4305b2c349,PE,650.0,2.65,103.35,60,32
CCM32MB,10330390,a1a1a137ce,4305b2c349,PE,650.0,2.65,103.35,60,32
CCM32MB,10330391,f891a0aacb,dd8e32d122,PP,500.0,2.9,87.0,75,32
CCM32MB,10330392,2d6e65a9d6,611387c279,PE,500.0,2.95,88.5,60,32
CCM32MB,10330393,a5ca258b0e,ec81d1329c,PE,600.0,2.15,77.4,60,32
CCM32MB,10330394,8f24408c88,e15ca906ce,PP,500.0,3.4,102.0,75,32
CCM32MB,10330395,f85d723a62,c2835d6de1,PE,900.0,2.15,116.1,60,32
CCM32MB,10330396,f85d723a62,61a45caa9b,,900.0,2.2,118.8,60,32
CCM32MB,10330397,1084515de6,1f8f7266c9,PE,800.0,2.8,134.4,60,32
CCM32MB,10330398,b8250f678e,46b551b3e8,PE,800.0,2.55,122.4,60,32
CCM32MB,10337229,72403e91a2,d6a3bb2ad4,PE,700.0,1.65,69.3,60,32
CCM32MB,10337230,d08c05d079,0cb500149c,BIO,500.0,3.2,96.0,60,32
CCM32MB,10337231,c9325b212a,d675e3bf9d,PP,500.0,2.25,67.5,60,32
CCM32MB,10337232,72403e91a2,521d973880,PE,870.0,2.0,104.4,60,32
CCM32MB,10337233,524c675e5c,a79bd5562e,PE,800.0,2.3,110.4,60,32
CCM32MB,10337234,b3b0d6e25c,50c4164b48,PE,700.0,1.8,75.6,60,32
CCM32MB,10337235,a9f53ed769,fc4ac4962e,PE,730.0,3.3,144.54,60,32
CCM32MB,10337236,8f688eb045,c23fda868d,PE,1050.0,1.22,76.86,60,32
CCM32MB,10337237,dd4348b57b,b887044fd7,PE,800.0,2.55,122.4,60,32
CCM32MB,10337238,7c8d63617c,b887044fd7,PE,550.0,2.55,84.15,60,32
CCM32MB,10350768,1fc4122714,f7652633c3,PE,800.0,2.65,127.2,60,32
CCM32MB,10350769,a9f53ed769,fc4ac4962e,PE,730.0,3.3,144.54,60,32
CCM32MB,10350770,a9f53ed769,fc4ac4962e,PE,730.0,3.3,144.54,60,32
CCM32MB,10350771,a9f53ed769,fc4ac4962e,PE,730.0,3.3,144.54,60,32
CCM32MB,10350772,a9f53ed769,fc4ac4962e,PE,730.0,3.3,144.54,60,32
CCM32MB,10350773,a9f53ed769,fc4ac4962e,PE,730.0,3.3,144.54,60,32
CCM32MB,10350774,89f0aca96c,52d5b05035,PE,500.0,3.5,105.0,60,32
CCM32MB,10350775,41dd9583e6,05605af26f,PP,500.0,2.86,85.8,60,32
CCM32MB,10350776,f406d7e456,1d47f45be2,PP,600.0,2.4,86.4,60,32
CCM32MB,10350777,abf3a5bead,d84e4531a8,PE,600.0,2.2,79.2,60,32
CCM32MB,10371563,88d04e0500,891e79e6a7,PE,500.0,3.6,108.0,60,32
CCM32MB,10371564,c9d5521647,dd8e32d122,PP,500.0,2.9,87.0,60,32
CCM32MB,10371565,c9d5521647,dd8e32d122,PP,500.0,2.9,87.0,60,32
CCM32MB,10371566,7153c7023e,2a7de85821,PP,600.0,1.9,68.4,60,32
CCM32MB,10371567,a9f53ed769,fc4ac4962e,PE,730.0,3.3,144.54,60,32
CCM32MB,10371568,de9039d754,932518549a,PE,830.0,2.3,114.54,60,32
CCM32MB,10371569,c9d5521647,dd8e32d122,PP,500.0,2.9,87.0,60,32
CCM32MB,10371570,c9d5521647,dd8e32d122,PP,500.0,2.9,87.0,60,32
CCM32MB,10371571,65b8cfb95b,7d21199287,PE,600.0,2.7,97.2,60,32
CCM32MB,10371572,32a46dc2b1,d84e4531a8,PE,600.0,2.2,79.2,60,32
CCM32MC,10380642,88f933c0e2,315373537f,PE,960.0,1.8,103.68,60,32
CCM32MC,10380643,b83495a3c6,2530e7094b,PE,900.0,2.0,108.0,60,32
CCM32MC,10380644,7b5c19712c,c2835d6de1,PE,900.0,2.15,116.1,60,32
CCM32MC,10380645,af97e21b85,80125f48f5,PE,505.0,2.55,77.265,60,32
CCM32MC,10380646,8f24408c88,0cc3ea4265,PE,1066.0,1.85,118.326,75,32
CCM32MC,10380647,8f24408c88,7852034710,PE,500.0,3.4,102.0,75,32
CCM32MC,10380648,"8,9511716E+08",fe064fc716,PE,500.0,3.15,94.5,60,32
CCM32MC,10380650,8239bd83e7,932518549a,PE,830.0,2.3,114.54,60,32
CCM32MC,10394613,363720919a,c2835d6de1,PE,900.0,2.15,116.1,60,32
CCM32MC,10394614,eede17173b,7ee22526c1,PE,900.0,2.0,108.0,60,32
CCM32MC,10394615,d9e57446b2,f7652633c3,PE,800.0,2.65,127.2,60,32
CCM32MC,10394616,8f688eb045,c23fda868d,PE,1066.0,1.22,78.0312,60,32
CCM32MC,10394617,8f688eb045,b887044fd7,PE,800.0,2.55,122.4,60,32
CCM32MC,10394618,1084515de6,ddc1772439,PP,550.0,2.38,78.54,60,32
CCM32MC,10394619,7e9b872d40,fdf3a51c68,PE,830.0,2.3,114.54,60,32
CCM32MC,10394620,c8d572b9c5,3402adfee1,PE,1066.0,1.32,84.42720000000001,60,32
CCM32MC,10394621,11515ef1a0,2186462751,PE,500.0,3.45,103.5,60,32
CCM32MC,10394622,24764d473b,fe064fc716,PE,500.0,3.4,102.0,60,32
CCM32MC,10431538,18bc61ba9e,254099b01e,PE,1066.0,2.0,127.92,60,32
CCM32MC,10431539,4ff02e945b,7852034710,PE,500.0,3.4,102.0,60,32
CCM32MC,10431540,f85d723a62,c2835d6de1,PE,900.0,2.15,116.1,60,32
CCM32MC,10431541,c9d5521647,dd8e32d122,PP,550.0,2.9,95.7,60,32
CCM32MC,10431542,c9d5521647,dd8e32d122,PP,550.0,2.9,95.7,60,32
CCM32MC,10431543,76120c6407,cd1cc9d5c7,PE,1066.0,1.35,86.34600000000002,60,32
CCM32MC,10431544,53d5e00a11,494a89ef5a,PE,750.0,3.35,150.75,60,32
CCM32MC,10431545,f85d723a62,c2835d6de1,PE,900.0,2.15,116.1,60,32
CCM32MC,10473462,c9b320a0b8,d84e4531a8,PE,800.0,2.2,105.6,60,32
CCM32MC,10473463,c9b320a0b8,d84e4531a8,PE,800.0,2.2,105.6,60,32
CCM32MC,10473464,41dd9583e6,dd8e32d122,PP,550.0,2.9,95.7,60,32
CCM32MC,10473465,41dd9583e6,dd8e32d122,PP,550.0,2.9,95.7,60,32
CCM32MC,10473466,8239bd83e7,932518549a,PE,870.0,2.3,120.06,60,32
CCM32MC,10473467,1084515de6,c2835d6de1,PE,900.0,2.15,116.1,60,32
CCM32MC,10473468,a037a63c3e,a918b75495,PE,650.0,2.85,111.15,60,32
CCM32MC,10473469,eede17173b,7ee22526c1,PE,900.0,2.0,108.0,60,32
CCM32MC,10473473,3ac2d72611,3402adfee1,PE,1066.0,1.32,84.42720000000001,35,32
CCM32MC,10473474,7153c7023e,2a7de85821,PP,600.0,1.9,68.4,60,32
CCM32MC,10473476,7ec00dc45a,db32154969,PE,800.0,2.6,124.8,60,32
CCM32MC,10473477,7ec00dc45a,71ad8e88b5,PE,800.0,2.45,117.6,60,32
CCM32MC,10473478,07d318ad73,db32154969,PE,800.0,2.6,124.8,60,32
CCM32MC,10473479,07d318ad73,417aeea514,PE,550.0,4.2,138.6,60,32
CCM32MC,10473480,d7758f763b,7852034710,PE,500.0,3.4,102.0,60,32
CCM32MC,10561378,32a46dc2b1,d84e4531a8,PE,800.0,2.2,105.6,60,32
CCM32MC,10561380,62b9ba7627,0576685eb8,PE,960.0,1.75,100.8,60,32
CCM005A,10016822,1b53436c3c,00468253c6,PE,1100.0,2.0,132.0,75,48
CCM005A,10016823,1fc4122714,83696883ee,PE,1000.0,1.65,99.0,60,48
CCM48SA,10018501,76d71a9d54,b748591bbd,PE,1150.0,1.25,86.25,75,48
CCM48SA,10018502,d36b5c3d20,43a4d1a17f,PE,1100.0,2.0,132.0,60,48
CCM48SA,10018503,1b53436c3c,00468253c6,PE,1100.0,2.0,132.0,60,48
CCM48SA,10018504,bed1a6336c,705c00a60d,PE,750.0,3.25,146.25,75,48
CCM48SA,10018505,ae20678d76,114a1f6513,PE,900.0,2.0,108.0,60,48
CCM48SA,10018506,1b53436c3c,00468253c6,PE,1100.0,2.0,132.0,60,48
CCM48SA,10020846,10605bf1c4,2c11173b6a,PE,1100.0,1.93,127.38,60,48
CCM48SA,10020847,1b53436c3c,00468253c6,PE,1100.0,2.0,132.0,60,48
CCM48SA,10020848,a1b2a8d152,788577624d,PE,980.0,2.15,126.42,60,48
CCM48SA,10020849,e6c1f50e01,6e19cffda1,PE,780.0,2.83,132.444,60,48
CCM48SA,10020850,451c0825b7,58a49587cc,PE,1100.0,1.95,128.7,60,48
CCM48SA,10020851,230093f0ed,0780db534e,PE,825.0,2.77,137.115,60,48
CCM48SA,10021883,52ef38d5bb,929756c4c7,PE,750.0,2.9,130.5,60,48
CCM48SA,10021884,ade21f9c4f,2b4a763b20,PE,1000.0,1.74,104.4,60,48
CCM48SA,10021885,fc0216c926,fe3d39d9b2,PP,750.0,2.8,126.0,75,48
CCM48SA,10021886,fc0216c926,fe3d39d9b2,PP,750.0,2.8,126.0,75,48
CCM48SA,10021887,230093f0ed,00468253c6,PE,1100.0,2.0,132.0,60,48
CCM48SA,10021888,3e2ef7cd16,9f0a6d0933,PP,900.0,1.88,101.52,60,48
CCM48SA,10022718,fc0216c926,48d64deaf0,PP,750.0,2.9,130.5,75,48
CCM48SA,10022719,ade21f9c4f,2b4a763b20,PE,1000.0,1.74,104.4,60,48
CCM48SA,10022720,fc0216c926,48d64deaf0,PP,750.0,2.9,130.5,75,48
CCM48SA,10022721,21e901b1d3,d721b955ac,PE,1050.0,1.74,109.62,75,48
CCM48SA,10022722,c410c6dfc9,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10022723,2596c63f33,6d7c348e9c,PE,1150.0,1.8,124.2,60,48
CCM48SA,10022724,84f0bc57df,b8c5c7bd14,PE,1100.0,2.05,135.3,60,48
CCM48SA,10022725,9a4fb45296,3bc6d72ec4,PE,850.0,2.0,102.0,60,48
CCM48SA,10022726,35953cdc95,8451b5bd1f,PE,900.0,2.3,124.2,60,48
CCM48SA,10022727,9b44c8c9b2,4f9efb8df4,PE,900.0,2.13,115.02,60,48
CCM48SA,10022728,e913a4ea17,58a49587cc,PE,1080.0,1.95,126.36,60,48
CCM48SA,10022729,ea7f1ca85d,e6dfa767a7,PE,750.0,3.13,140.85,75,48
CCM48SA,10023699,2596c63f33,6d7c348e9c,PE,1150.0,1.8,124.2,60,48
CCM48SA,10023700,1b53436c3c,00468253c6,PE,1100.0,2.0,132.0,60,48
CCM48SA,10023701,1b53436c3c,00468253c6,PE,1100.0,2.0,132.0,60,48
CCM48SA,10023702,b35d262f51,1a6fe2968e,PE,1100.0,1.76,116.16,60,48
CCM48SA,10023703,616617c6b2,929756c4c7,PE,750.0,2.9,130.5,60,48
CCM48SA,10025324,1b53436c3c,49849da403,PE,900.0,2.8,151.2,60,48
CCM48SA,10025325,1b53436c3c,49849da403,PE,900.0,2.8,151.2,60,48
CCM48SA,10025326,230093f0ed,49849da403,PE,900.0,2.8,151.2,60,48
CCM48SA,10025327,230093f0ed,49849da403,PE,900.0,2.8,151.2,60,48
CCM48SA,10025328,1b53436c3c,0780db534e,PE,900.0,2.77,149.58,60,48
CCM48SA,10025329,230093f0ed,49849da403,PE,900.0,2.8,151.2,60,48
CCM48SA,10025330,230093f0ed,49849da403,PE,900.0,2.8,151.2,60,48
CCM48SA,10025331,230093f0ed,0780db534e,PE,900.0,2.77,149.58,60,48
CCM48SA,10025332,230093f0ed,49849da403,PE,900.0,2.8,151.2,60,48
CCM48SA,10025333,ae20678d76,114a1f6513,PE,900.0,2.0,108.0,60,48
CCM48SA,10025334,2922e5e02f,c38b2ad6e2,PE,750.0,2.48,111.6,60,48
CCM48SA,10025335,ae20678d76,c5b5346458,PE,900.0,2.0,108.0,60,48
CCM48SA,10030550,c410c6dfc9,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10030551,c410c6dfc9,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10030552,81b76b091f,b8c5c7bd14,PE,1100.0,2.05,135.3,60,48
CCM48SA,10030553,84f0bc57df,b8c5c7bd14,PE,1100.0,2.05,135.3,60,48
CCM48SA,10028224,35953cdc95,d870c8735a,PP,900.0,2.56,138.24,75,48
CCM48SA,10028225,aabf5d8680,b1d3eb8f32,PE,750.0,2.85,128.25,60,48
CCM48SA,10028226,aabf5d8680,6ea2893eef,PE,750.0,3.1,139.5,60,48
CCM48SA,10028227,35953cdc95,d870c8735a,PP,900.0,2.56,138.24,75,48
CCM48SA,10028220,1b53436c3c,49849da403,PE,900.0,2.8,151.2,60,48
CCM48SA,10028221,1b53436c3c,49849da403,PE,900.0,2.8,151.2,60,48
CCM48SA,10028222,1b53436c3c,00468253c6,PE,1100.0,2.0,132.0,60,48
CCM48SA,10028223,37573e1e6b,d460f67d76,PP,750.0,2.4,108.0,75,48
CCM48SA,10028272,37573e1e6b,d460f67d76,PP,750.0,2.4,108.0,75,48
CCM48SA,10028273,37573e1e6b,d460f67d76,PP,750.0,2.4,108.0,75,48
CCM48SA,10028274,ed6a2bbe9b,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10028275,98339e8971,ff0f729592,PP,750.0,2.96,133.2,75,48
CCM48SA,10028276,1b53436c3c,00468253c6,PE,1100.0,2.0,132.0,60,48
CCM48SA,10028277,35953cdc95,2c11173b6a,PE,1100.0,1.93,127.38,60,48
CCM48SA,10028278,37573e1e6b,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10028279,37573e1e6b,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10030536,1b0f608d56,589ab6bb8c,PE,1150.0,2.01,138.68999999999997,60,48
CCM48SA,10030537,1b0f608d56,589ab6bb8c,PE,1150.0,2.01,138.68999999999997,60,48
CCM48SA,10030538,1b0f608d56,589ab6bb8c,PE,1150.0,2.01,138.68999999999997,60,48
CCM48SA,10030539,10605bf1c4,2c11173b6a,PE,1100.0,1.93,127.38,60,48
CCM48SA,10030540,2596c63f33,b244489f52,PE,1150.0,1.75,120.75,60,48
CCM48SA,10030541,37573e1e6b,d460f67d76,PP,750.0,2.4,108.0,75,48
CCM48SA,10030542,37573e1e6b,62697f83e0,PP,750.0,2.65,119.25,75,48
CCM48SA,10030543,37573e1e6b,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10030544,37573e1e6b,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10030545,3376f6d730,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10030546,682b722e01,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10030547,ae20678d76,c5b5346458,PE,900.0,2.0,108.0,60,48
CCM48SA,10033631,1fc4122714,776ae18263,PE,900.0,2.15,116.1,60,48
CCM48SA,10033632,d7ba06b1b1,1d10888530,PP,900.0,2.65,143.1,75,48
CCM48SA,10033633,76d71a9d54,c7c79fe0cb,PE,980.0,1.8,105.84,75,48
CCM48SA,10033634,d7ba06b1b1,1d10888530,PP,900.0,2.65,143.1,75,48
CCM48SA,10033635,d7ba06b1b1,1d10888530,PP,900.0,2.65,143.1,75,48
CCM48SA,10033623,d7ba06b1b1,1d10888530,PP,900.0,2.65,143.1,75,48
CCM48SA,10033624,d77ae147ac,b36d6ac72e,PE,1050.0,2.0,126.0,60,48
CCM48SA,10033625,e913a4ea17,58a49587cc,PE,1050.0,1.95,122.85,60,48
CCM48SA,10033626,4e52ba553d,677a4b074d,PE,900.0,1.95,105.3,60,48
CCM48SA,10033627,061b10bd9d,c156f4594c,PE,720.0,2.8,120.95999999999998,75,48
CCM48SA,10033628,e913a4ea17,00ef3f7bcb,PE,1050.0,2.0,126.0,60,48
CCM48SA,10033629,4ce3351e50,6ea2893eef,PE,750.0,3.1,139.5,60,48
CCM48SA,10033630,c7be999ed3,5bdaadd7fc,PE,800.0,2.2,105.6,60,48
CCM48SA,10033618,37573e1e6b,62697f83e0,PP,750.0,2.65,119.25,75,48
CCM48SA,10033619,37573e1e6b,62697f83e0,PP,750.0,2.65,119.25,75,48
CCM48SA,10033620,1583b192c4,7f8a8b3f26,PE,1150.0,1.4,96.6,60,48
CCM48SA,10033621,1583b192c4,7f8a8b3f26,PE,1150.0,1.4,96.6,60,48
CCM48SA,10033622,c410c6dfc9,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10038530,9f2ed59e3b,fe3d39d9b2,PP,750.0,2.8,126.0,75,48
CCM48SA,10038531,1b53436c3c,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10038532,1b53436c3c,7e4c3e080c,PE,1100.0,2.05,135.3,60,48
CCM48SA,10038533,1b53436c3c,7e4c3e080c,PE,1100.0,2.05,135.3,60,48
CCM48SA,10038534,37573e1e6b,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10038535,37573e1e6b,06e3f80988,PE,1100.0,1.9,125.4,60,48
CCM48SA,10038529,92d108ace7,0c24c15b2f,PP,900.0,2.55,137.7,75,48
CCM48SA,10046615,1b53436c3c,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10046616,1b53436c3c,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10046617,1b53436c3c,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10046618,1b53436c3c,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10046619,1b53436c3c,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10046620,1b53436c3c,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10046621,1b53436c3c,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10046622,1b53436c3c,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10046623,1b53436c3c,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10046624,1b53436c3c,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10046625,1b53436c3c,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10046626,1b53436c3c,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10061093,1b53436c3c,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10061094,1b53436c3c,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10061095,1b53436c3c,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10061096,37573e1e6b,62697f83e0,PP,750.0,2.65,119.25,75,48
CCM48SA,10061097,37573e1e6b,62697f83e0,PP,750.0,2.65,119.25,75,48
CCM48SA,10061098,6b8798f59c,0111d7fd59,PE,825.0,2.85,141.075,75,48
CCM48SA,10062301,230093f0ed,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10062302,230093f0ed,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10062303,230093f0ed,80cdc5b2cf,PE,900.0,2.9,156.6,75,48
CCM48SA,10062304,2596c63f33,b244489f52,PE,1050.0,1.75,110.25,60,48
CCM48SA,10062305,230093f0ed,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10062306,230093f0ed,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10062307,230093f0ed,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10062308,2596c63f33,b244489f52,PE,1050.0,1.75,110.25,60,48
CCM48SA,10062309,9e1ce3d9e9,120f47a9bb,PP,750.0,2.8,126.0,75,48
CCM48SA,10062310,be17f57832,bcc0171c2e,PE,1100.0,1.8,118.8,60,48
CCM48SA,10062311,09a9f8c98c,f6609d55ef,PE,1000.0,1.7,102.0,60,48
CCM48SA,10062312,7605224a2c,273565969d,PP,900.0,2.65,143.1,75,48
CCM48SA,10074279,230093f0ed,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10074280,230093f0ed,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10074281,230093f0ed,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10074282,230093f0ed,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10074283,230093f0ed,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10074284,230093f0ed,3658becfcd,PE,900.0,2.3,124.2,75,48
CCM48SA,10074285,9b44c8c9b2,d84e4531a8,PE,900.0,2.2,118.8,75,48
CCM48SA,10074286,0dfab05a1b,1a6fe2968e,PE,1100.0,1.8,118.8,60,48
CCM48SA,10074287,37573e1e6b,d84e4531a8,PE,900.0,2.2,118.8,75,48
CCM48SA,10074288,37573e1e6b,d84e4531a8,PE,900.0,2.2,118.8,75,48
CCM48SA,10074318,1b53436c3c,ec81d1329c,PE,900.0,2.3,124.2,75,48
CCM48SA,10074319,1b53436c3c,ec81d1329c,PE,900.0,2.3,124.2,75,48
CCM48SA,10074320,1b53436c3c,ec81d1329c,PE,900.0,2.3,124.2,75,48
CCM48SA,10074321,1b53436c3c,ec81d1329c,PE,900.0,2.3,124.2,75,48
CCM48SA,10074322,1b53436c3c,ec81d1329c,PE,900.0,2.3,124.2,75,48
CCM48SA,10074323,1b53436c3c,8d05ad5b81,PE,1100.0,2.05,135.3,60,48
CCM48SA,10074324,1b53436c3c,8d05ad5b81,PE,1100.0,2.05,135.3,60,48
CCM48SA,10074325,1b53436c3c,8d05ad5b81,PE,1100.0,2.05,135.3,60,48
CCM48SA,10074326,1b53436c3c,8d05ad5b81,PE,1100.0,2.05,135.3,60,48
CCM48SA,10074327,f950134df6,220a5442a8,PP,900.0,2.5,135.0,75,48
CCM48SA,10079558,211c6754e5,58a49587cc,PE,1100.0,1.95,128.7,60,48
CCM48SA,10079559,c1530b4c80,46b551b3e8,PE,825.0,2.55,126.225,75,48
CCM48SA,10079560,1b53436c3c,ec81d1329c,PE,900.0,2.3,124.2,75,48
CCM48SA,10079561,1b53436c3c,ec81d1329c,PE,900.0,2.3,124.2,75,48
CCM48SA,10079562,99cdb9588b,1d4e402ca7,PE,825.0,2.5,123.75,60,48
CCM48SA,10079563,37573e1e6b,5bdaadd7fc,PE,800.0,2.2,105.6,75,48
CCM48SA,10079564,37573e1e6b,5bdaadd7fc,PE,800.0,2.2,105.6,75,48
CCM48SA,10079565,37573e1e6b,5bdaadd7fc,PE,800.0,2.2,105.6,75,48
CCM48SA,10079566,37573e1e6b,d84e4531a8,PE,900.0,2.2,118.8,75,48
CCM48SA,10079567,37573e1e6b,d84e4531a8,PE,900.0,2.2,118.8,75,48
